"UPI","y4_hhid","indidy4","y5_hhid","indidy5"
13002,"2717-001",1,"2717-001-01",1
13003,"2717-001",2,"2717-001-01",2
13004,"2716-001",1,"2716-001-01",1
13005,"2716-001",2,"2716-001-01",2
13006,"2715-001",1,"2715-001-01",1
13007,"2715-001",2,"2715-001-01",2
13008,"2715-001",3,"2715-001-01",3
13009,"2714-001",1,"2714-001-01",1
13010,"2714-001",2,"2714-001-01",2
13011,"2714-001",3,,
13012,"2714-001",4,"2714-001-04",8
13013,"2714-001",5,"2714-001-01",5
13014,"2713-001",1,"2713-001-01",1
13015,"2713-001",2,"2713-001-01",2
13016,"2713-001",3,"2713-001-01",3
13017,"2713-001",4,,
13018,"2713-001",5,"2713-001-01",5
13019,"2712-001",1,,
13020,"2711-001",1,"2711-001-01",1
13021,"2711-001",2,,
13022,"2711-001",3,,
13023,"2711-001",4,"2711-001-01",4
13024,"2711-001",5,"2711-001-01",5
13025,"2710-001",1,,
13026,"2710-001",2,"2710-001-02",2
13027,"2710-001",3,"2710-001-02",3
13028,"2698-001",1,,
13029,"2698-001",2,,
13030,"2697-001",1,"2697-001-01",1
13031,"2696-001",1,"2696-001-01",1
13032,"2696-001",2,,
13033,"2696-001",3,"2696-001-01",3
13034,"2696-001",4,,
13035,"2696-001",5,"2696-001-05",1
13036,"2695-001",1,"2695-001-01",1
13037,"2695-001",2,"2695-001-01",2
13038,"2695-001",3,"2695-001-01",3
13039,"2695-001",4,"2695-001-01",4
13040,"2695-001",5,"2695-001-01",5
13041,"2695-001",6,"2695-001-01",6
13042,"2694-001",1,"2694-001-01",1
13043,"2693-001",1,"2693-001-01",1
13044,"2693-001",2,"2693-001-01",2
13045,"2693-001",3,"2693-001-01",3
13046,"2693-001",4,"2693-001-01",4
13047,"2692-001",1,"2692-001-01",1
13048,"2692-001",2,"2692-001-01",2
13049,"2692-001",3,"2692-001-03",1
13050,"2692-001",4,"2692-001-01",4
13051,"2692-001",5,"2692-001-01",5
13052,"2692-001",6,"2692-001-01",6
13053,"2692-001",7,"2692-001-01",7
13054,"2691-001",1,,
13055,"2691-001",2,"2691-001-02",2
13056,"2691-001",3,"2691-001-03",1
13057,"2691-001",4,"2691-001-02",4
13058,"2691-001",5,"2691-001-05",1
13059,"2691-001",6,"2691-001-02",6
13060,"2691-001",7,,
13061,"2679-001",1,"2679-001-01",1
13062,"2679-001",2,"2679-001-01",2
13063,"2679-001",3,"2679-001-01",3
13064,"2678-001",1,"2678-001-01",1
13065,"2678-001",2,"2678-001-01",2
13066,"2678-001",3,,
13067,"2677-001",1,"2677-001-01",1
13068,"2677-001",2,,
13069,"2676-001",1,"2676-001-01",1
13070,"2676-001",2,"2676-001-01",2
13071,"2676-001",3,,
13072,"2676-001",4,"2676-001-01",4
13073,"2676-001",5,,
13074,"2676-001",6,"2676-001-01",6
13075,"2675-001",1,"2675-001-01",1
13076,"2675-001",2,"2675-001-01",2
13077,"2675-001",3,,
13078,"2674-001",1,"2674-001-01",1
13079,"2673-001",1,"2673-001-01",1
13080,"2673-001",2,,
13081,"2673-001",3,,
13082,"2673-001",4,,
13083,"2673-001",5,,
13084,"2673-001",6,"2673-001-01",6
13085,"2673-001",7,"2673-001-01",7
13086,"2673-001",8,"2673-001-01",8
13087,"2673-001",9,,
13088,"2672-001",1,,
13089,"2672-001",2,"2672-001-02",2
13090,"2672-001",3,,
13091,"2660-001",1,"2660-001-01",1
13092,"2660-001",2,"2660-001-02",2
13093,"2660-001",3,"2660-001-01",3
13094,"2660-001",4,"2660-001-01",4
13095,"2660-001",5,"2660-001-01",5
13096,"2659-001",1,"2659-001-01",2
13097,"2659-001",2,"2659-001-02",2
13098,"2659-001",3,,
13099,"2659-001",4,,
13100,"2659-001",5,"2659-001-02",5
13101,"2659-001",6,"2659-001-06",1
13102,"2658-001",1,"2658-001-01",1
13103,"2658-001",2,"2658-001-01",2
13104,"2658-001",3,"2658-001-01",3
13105,"2658-001",4,"2658-001-01",4
13106,"2658-001",5,"2658-001-01",5
13107,"2657-001",1,"2657-001-01",1
13108,"2657-001",2,"2657-001-01",3
13109,"2657-001",3,"2657-001-01",4
13110,"2657-001",4,"2657-001-01",5
13111,"2657-001",5,,
13112,"2656-001",1,"2656-001-01",1
13113,"2656-001",2,"2656-001-02",2
13114,"2656-001",3,"2656-001-01",3
13115,"2655-001",1,"2655-001-01",1
13116,"2655-001",2,"2655-001-01",4
13117,"2654-001",1,"2654-001-01",1
13118,"2654-001",2,"2654-001-01",2
13119,"2654-001",3,,
13120,"2654-001",4,,
13121,"2654-001",5,"2654-001-01",5
13122,"2654-001",6,,
13123,"2653-001",1,,
13124,"2641-001",1,"2641-001-01",1
13125,"2641-001",2,"2641-001-01",2
13126,"2641-001",3,"2641-001-01",3
13127,"2641-001",4,"2641-001-01",4
13128,"2641-001",5,"2641-001-01",5
13129,"2640-001",1,"2640-001-01",1
13130,"2640-001",2,"2640-001-01",2
13131,"2640-001",3,"2640-001-01",3
13132,"2640-001",4,"2640-001-01",4
13133,"2640-001",5,"2640-001-01",5
13134,"2640-001",6,"2640-001-01",6
13135,"2640-001",7,"2640-001-01",7
13136,"2640-001",8,"2640-001-01",8
13137,"2640-001",9,"2640-001-01",9
13138,"2639-001",1,"2639-001-01",1
13139,"2639-001",2,"2639-001-01",2
13140,"2639-001",3,"2639-001-01",3
13141,"2639-001",4,,
13142,"2639-001",5,"2639-001-01",5
13143,"2639-001",6,"2639-001-01",6
13144,"2638-001",1,"2638-001-01",1
13145,"2638-001",2,"2638-001-01",2
13146,"2638-001",3,"2638-001-01",3
13147,"2638-001",4,"2638-001-01",4
13148,"2638-001",5,,
13149,"2637-001",1,"2637-001-01",1
13150,"2637-001",2,"2637-001-01",2
13151,"2637-001",3,,
13152,"2637-001",4,,
13153,"2637-001",5,"2637-001-05",2
13154,"2637-001",6,"2637-001-01",6
13155,"2636-001",1,"2636-001-01",1
13156,"2636-001",2,"2636-001-01",2
13157,"2636-001",3,"2636-001-01",3
13158,"2636-001",4,"2636-001-01",4
13159,"2636-001",5,"2636-001-01",5
13160,"2635-001",1,"2635-001-01",1
13161,"2635-001",2,"2635-001-01",2
13162,"2635-001",3,"2635-001-01",3
13163,"2635-001",4,"2635-001-01",4
13164,"2634-001",1,"2634-001-01",1
13165,"2634-001",2,"2634-001-01",2
13166,"2634-001",3,"2634-001-01",3
13167,"2634-001",4,"2634-001-01",4
13168,"2622-001",1,"2622-001-01",8
13169,"2622-001",2,"2622-001-01",2
13170,"2622-001",3,"2622-001-01",5
13171,"2622-001",4,"2622-001-04",1
13172,"2622-001",5,"2622-001-01",7
13173,"2622-001",6,"2622-001-01",6
13174,"2622-001",7,,
13175,"2621-001",1,"2621-001-01",1
13176,"2620-001",1,"2620-001-01",1
13177,"2620-001",2,"2620-001-01",2
13178,"2620-001",3,"2620-001-01",3
13179,"2620-001",4,"2620-001-01",4
13180,"2620-001",5,"2620-001-01",5
13181,"2620-001",6,"2620-001-01",6
13182,"2619-001",1,"2619-001-01",1
13183,"2619-001",2,"2619-001-01",2
13184,"2619-001",3,"2619-001-01",3
13185,"2619-001",4,,
13186,"2618-001",1,"2618-001-01",1
13187,"2618-001",2,"2618-001-01",2
13188,"2618-001",3,"2618-001-01",3
13189,"2617-001",1,"2617-001-01",1
13190,"2616-001",1,"2616-001-01",1
13191,"2616-001",2,"2616-001-01",2
13192,"2616-001",3,"2616-001-01",3
13193,"2616-001",4,"2616-001-01",4
13194,"2615-001",1,"2615-001-01",1
13195,"2615-001",2,"2615-001-02",1
13196,"2615-001",3,,
13197,"2603-001",1,"2603-001-01",1
13198,"2603-001",2,"2603-001-02",2
13199,"2603-001",3,"2603-001-01",3
13200,"2603-001",4,"2603-001-01",4
13201,"2603-001",5,"2603-001-01",5
13202,"2603-001",6,"2603-001-01",6
13203,"2603-001",7,,
13204,"2602-001",1,,
13205,"2601-001",1,"2601-001-01",1
13206,"2601-001",2,"2601-001-01",2
13207,"2601-001",3,"2601-001-03",2
13208,"2601-001",4,"2601-001-04",1
13209,"2601-001",5,"2601-001-01",5
13210,"2601-001",6,"2601-001-01",6
13211,"2601-001",7,"2601-001-01",7
13212,"2601-001",8,"2601-001-01",8
13213,"2600-001",1,"2600-001-01",1
13214,"2600-001",2,"2600-001-01",2
13215,"2600-001",3,"2600-001-01",3
13216,"2600-001",4,"2600-001-01",4
13217,"2600-001",5,"2600-001-01",5
13218,"2600-001",6,"2600-001-01",6
13219,"2600-001",7,"2600-001-01",7
13220,"2599-001",1,"2599-001-01",1
13221,"2598-001",1,"2598-001-01",1
13222,"2598-001",2,"2598-001-01",2
13223,"2598-001",3,"2598-001-03",2
13224,"2598-001",4,"2598-001-01",4
13225,"2598-001",5,"2598-001-01",5
13226,"2597-001",1,"2597-001-01",1
13227,"2597-001",2,"2597-001-01",2
13228,"2597-001",3,"2597-001-01",3
13229,"2597-001",4,"2597-001-01",4
13230,"2596-001",1,"2596-001-01",1
13231,"2596-001",2,"2596-001-02",2
13232,"2596-001",3,"2596-001-03",2
13233,"2596-001",4,,
13234,"2596-001",5,"2596-001-01",5
13235,"2596-001",6,"2596-001-01",6
13236,"2596-001",7,"2596-001-01",7
13237,"2596-001",8,"2596-001-01",8
13238,"2584-001",1,"2584-001-01",1
13239,"2584-001",2,"2584-001-01",2
13240,"2584-001",3,"2584-001-01",3
13241,"2584-001",4,"2584-001-01",4
13242,"2584-001",5,"2584-001-01",5
13243,"2584-001",6,"2584-001-01",6
13244,"2584-001",7,"2584-001-01",7
13245,"2584-001",8,"2584-001-01",8
13246,"2584-001",9,"2584-001-01",9
13247,"2583-001",1,"2583-001-01",1
13248,"2583-001",2,"2583-001-01",2
13249,"2583-001",3,"2583-001-01",3
13250,"2583-001",4,"2583-001-01",4
13251,"2583-001",5,"2583-001-01",5
13252,"2582-001",1,"2582-001-01",1
13253,"2582-001",2,"2582-001-02",1
13254,"2582-001",3,"2582-001-01",3
13255,"2582-001",4,"2582-001-01",4
13256,"2582-001",5,"2582-001-01",5
13257,"2581-001",1,"2581-001-01",1
13258,"2580-001",1,"2580-001-01",1
13259,"2580-001",2,"2580-001-01",2
13260,"2580-001",3,"2580-001-01",3
13261,"2580-001",4,"2580-001-01",4
13262,"2580-001",5,"2580-001-01",5
13263,"2580-001",6,"2580-001-01",6
13264,"2580-001",7,"2580-001-01",7
13265,"2579-001",1,"2579-001-01",1
13266,"2579-001",2,"2579-001-01",2
13267,"2579-001",3,"2579-001-01",3
13268,"2579-001",4,"2579-001-01",4
13269,"2579-001",5,"2579-001-01",5
13270,"2579-001",6,"2579-001-01",6
13271,"2578-001",1,"2578-001-01",1
13272,"2578-001",2,"2578-001-01",2
13273,"2578-001",3,"2578-001-01",3
13274,"2578-001",4,"2578-001-04",2
13275,"2578-001",5,"2578-001-05",2
13276,"2578-001",6,"2578-001-01",6
13277,"2578-001",7,"2578-001-01",7
13278,"2577-001",1,"2577-001-01",1
13279,"2577-001",2,"2577-001-01",2
13280,"2577-001",3,"2577-001-01",3
13281,"2566-001",1,"2566-001-01",1
13282,"2566-001",2,,
13283,"2566-001",3,"2566-001-01",3
13284,"2564-001",1,"2564-001-01",1
13285,"2564-001",2,"2564-001-01",2
13286,"2564-001",3,"2564-001-01",3
13287,"2564-001",4,"2564-001-01",4
13288,"2564-001",5,"2564-001-01",5
13289,"2563-001",1,"2563-001-01",1
13290,"2562-001",1,"2562-001-01",1
13291,"2561-001",1,"2561-001-01",1
13292,"2561-001",2,"2561-001-01",2
13293,"2561-001",3,"2561-001-01",3
13294,"2560-001",1,"2560-001-01",1
13295,"2560-001",2,"2560-001-01",2
13296,"2560-001",3,"2560-001-01",3
13297,"2560-001",4,"2560-001-01",4
13298,"2559-001",1,"2559-001-01",1
13299,"2559-001",2,"2559-001-01",2
13300,"2559-001",3,"2559-001-01",3
13301,"2559-001",4,"2559-001-01",4
13302,"2559-001",5,"2559-001-01",5
13303,"2559-001",6,"2559-001-01",6
13304,"2558-001",1,"2558-001-01",1
13305,"2558-001",2,"2558-001-01",2
13306,"2558-001",3,,
13307,"2558-001",4,"2558-001-01",4
13308,"2558-001",5,"2558-001-01",5
13309,"2558-001",6,,
13310,"2546-001",1,"2546-001-01",1
13311,"2546-001",2,"2546-001-01",2
13312,"2546-001",3,"2546-001-01",3
13313,"2545-001",1,"2545-001-01",1
13314,"2545-001",2,"2545-001-01",2
13315,"2545-001",3,"2545-001-01",3
13316,"2544-001",1,"2544-001-01",1
13317,"2544-001",2,"2544-001-01",2
13318,"2544-001",3,,
13319,"2543-001",1,,
13320,"2543-001",2,,
13321,"2543-001",3,,
13322,"2542-001",1,"2542-001-01",1
13323,"2542-001",2,"2542-001-01",2
13324,"2542-001",3,"2542-001-01",3
13325,"2541-001",1,,
13326,"2540-001",1,"2540-001-01",1
13327,"2539-001",1,"2539-001-01",1
13328,"2539-001",2,"2539-001-01",2
13329,"2539-001",3,"2539-001-01",3
13330,"2539-001",4,"2539-001-01",4
13331,"2527-001",1,"2527-001-01",1
13332,"2527-001",2,,
13333,"2527-001",3,,
13334,"2527-001",4,"2527-001-01",4
13335,"2527-001",5,"2527-001-05",2
13336,"2527-001",6,"2527-001-01",6
13337,"2527-001",7,"2527-001-07",2
13338,"2527-001",8,"2527-001-01",8
13339,"2527-001",9,"2527-001-01",9
13340,"2527-001",10,"2527-001-01",10
13341,"2527-001",11,"2527-001-01",11
13342,"2527-001",12,"2527-001-01",12
13343,"2527-001",13,,
13344,"2527-001",14,,
13345,"2526-001",1,"2526-001-01",1
13346,"2526-001",2,"2526-001-01",2
13347,"2526-001",3,"2526-001-01",3
13348,"2526-001",4,"2526-001-01",4
13349,"2525-001",1,"2525-001-01",1
13350,"2525-001",2,"2525-001-01",2
13351,"2525-001",3,"2525-001-01",3
13352,"2525-001",4,"2525-001-01",4
13353,"2525-001",5,"2525-001-01",5
13354,"2525-001",6,"2525-001-01",6
13355,"2524-001",1,"2524-001-01",1
13356,"2524-001",2,"2524-001-01",2
13357,"2524-001",3,"2524-001-01",3
13358,"2524-001",4,"2524-001-01",4
13359,"2524-001",5,"2524-001-01",5
13360,"2524-001",6,"2524-001-01",6
13361,"2524-001",7,"2524-001-01",7
13362,"2524-001",8,"2524-001-01",8
13363,"2524-001",9,"2524-001-01",9
13364,"2524-001",10,"2524-001-01",10
13365,"2524-001",11,"2524-001-01",11
13366,"2524-001",12,"2524-001-01",12
13367,"2524-001",13,"2524-001-01",13
13368,"2524-001",14,"2524-001-01",14
13369,"2523-001",1,,
13370,"2523-001",2,"2523-001-02",2
13371,"2523-001",3,"2523-001-03",2
13372,"2523-001",4,,
13373,"2523-001",5,"2523-001-02",5
13374,"2523-001",6,"2523-001-02",6
13375,"2523-001",7,"2523-001-02",7
13376,"2522-001",1,"2522-001-01",1
13377,"2522-001",2,"2522-001-01",2
13378,"2522-001",3,"2522-001-01",3
13379,"2522-001",4,"2522-001-01",4
13380,"2522-001",5,"2522-001-01",5
13381,"2522-001",6,"2522-001-01",6
13382,"2521-001",1,"2521-001-01",1
13383,"2521-001",2,"2521-001-02",2
13384,"2521-001",3,"2521-001-01",3
13385,"2521-001",4,"2521-001-01",4
13386,"2520-001",1,"2520-001-01",1
13387,"2520-001",2,"2520-001-01",2
13388,"2520-001",3,"2520-001-03",2
13389,"2520-001",4,"2520-001-01",4
