"interview__key","interview__id","item_id","obs_id","vil_item_avail","vil_unit_start","vil_loc_unit","vil_loc_unit_os","vil_loc_weight","vil_loc_price","vil_loc_photo","dist_item_avail","dist_unit_start","dist_loc_unit","dist_loc_unit_os","dist_loc_weight","dist_loc_price","dist_loc_photo"
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",7,2,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",7,3,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",8,1,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",8,2,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",8,3,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",9,1,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",9,2,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",9,3,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",10,1,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",10,2,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",10,3,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",11,1,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",11,2,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",11,3,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",12,1,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",12,2,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",12,3,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",13,1,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",13,2,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",13,3,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",14,1,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",14,2,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",14,3,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",15,1,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",15,2,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",15,3,,,,,,,,,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",1,1,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",1,2,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",1,3,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",2,1,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",2,2,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",2,3,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",3,1,1,1,10,,3710,3000,"** PHOTO **",1,1,10,,900,1000,"** PHOTO **"
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",3,2,1,1,10,,912,1000,"** PHOTO **",1,1,10,,1550,2000,"** PHOTO **"
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",3,3,1,1,2,,372,300,"** PHOTO **",1,1,10,,3950,4000,"** PHOTO **"
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",4,1,1,1,1,,81,200,"** PHOTO **",1,1,2,,650,500,"** PHOTO **"
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",4,2,1,1,1,,47,100,"** PHOTO **",1,2,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",4,3,1,2,,,,,,1,2,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",5,1,1,1,13,,410,500,"** PHOTO **",1,1,10,,23000,15000,"** PHOTO **"
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",5,2,1,1,13,,1086,1000,"** PHOTO **",1,1,10,,2910,5000,"** PHOTO **"
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",5,3,1,1,1,,99,200,"** PHOTO **",1,1,10,,12500,2000,"** PHOTO **"
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",6,1,1,1,10,,895,1000,"** PHOTO **",2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",6,2,1,1,6,,452,1000,"** PHOTO **",2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",6,3,1,2,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",7,1,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",7,2,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",7,3,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",8,1,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",8,2,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",8,3,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",9,1,2,,,,,,,1,1,2,,650,1000,"** PHOTO **"
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",9,2,2,,,,,,,1,2,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",9,3,2,,,,,,,1,2,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",10,1,2,,,,,,,1,1,1,,1,10000,"** PHOTO **"
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",10,2,2,,,,,,,1,1,1,,17500,12000,"** PHOTO **"
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",10,3,2,,,,,,,1,1,1,,22500,15000,"** PHOTO **"
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",11,1,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",11,2,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",11,3,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",12,1,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",12,2,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",12,3,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",13,1,2,,,,,,,1,1,12,,280,1000,"** PHOTO **"
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",13,2,2,,,,,,,1,1,12,,500,2500,"** PHOTO **"
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",13,3,2,,,,,,,1,2,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",14,1,2,,,,,,,1,1,2,,1286,1000,"** PHOTO **"
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",14,2,2,,,,,,,1,1,2,,1537,2000,"** PHOTO **"
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",14,3,2,,,,,,,1,2,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",15,1,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",15,2,2,,,,,,,2,,,,,,
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",15,3,2,,,,,,,2,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",1,1,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",1,2,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",1,3,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",2,1,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",2,2,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",2,3,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",3,1,1,1,2,,0.32,500,"** PHOTO **",,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",3,2,1,1,2,,0.22,300,"** PHOTO **",,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",3,3,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",4,1,1,1,1,,0.09,200,"** PHOTO **",,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",4,2,1,1,1,,0.05,100,"** PHOTO **",,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",4,3,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",5,1,1,1,1,,0.09,200,"** PHOTO **",,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",5,2,1,1,1,,0.06,100,"** PHOTO **",,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",5,3,1,1,1,,0.03,50,"** PHOTO **",,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",6,1,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",6,2,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",6,3,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",7,1,1,1,2,,0.4,400,"** PHOTO **",,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",7,2,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",7,3,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",8,1,1,1,1,,0.43,500,"** PHOTO **",,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",8,2,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",8,3,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",9,1,1,1,1,,0.27,200,"** PHOTO **",,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",9,2,1,1,1,,0.36,300,"** PHOTO **",,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",9,3,1,1,1,,0.41,500,"** PHOTO **",,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",10,1,1,1,1,,1.11,13000,"** PHOTO **",,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",10,2,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",10,3,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",11,1,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",11,2,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",11,3,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",12,1,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",12,2,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",12,3,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",13,1,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",13,2,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",13,3,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",14,1,1,1,2,,1.25,500,"** PHOTO **",,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",14,2,1,1,2,,3.28,1000,"** PHOTO **",,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",14,3,1,2,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",15,1,2,,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",15,2,2,,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",15,3,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",1,1,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",1,2,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",1,3,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",2,1,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",2,2,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",2,3,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",3,1,1,1,2,,0.27,300,"** PHOTO **",,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",3,2,1,1,2,,0.34,500,"** PHOTO **",,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",3,3,1,2,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",4,1,1,1,1,,0.01,100,"** PHOTO **",,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",4,2,1,1,2,,0.08,200,"** PHOTO **",,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",4,3,1,2,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",5,1,1,1,2,,0.18,500,"** PHOTO **",,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",5,2,1,1,2,,0.38,1000,"** PHOTO **",,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",5,3,1,2,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",6,1,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",6,2,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",6,3,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",7,1,1,1,2,,0.67,500,"** PHOTO **",,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",7,2,1,2,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",7,3,1,2,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",8,1,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",8,2,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",8,3,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",9,1,1,1,1,,0.42,500,"** PHOTO **",,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",9,2,1,1,2,,0.76,1000,"** PHOTO **",,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",9,3,1,2,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",10,1,1,1,1,,3.5,20000,"** PHOTO **",,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",10,2,1,2,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",10,3,1,2,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",11,1,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",11,2,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",11,3,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",12,1,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",12,2,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",12,3,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",13,1,1,1,7,,0.17,800,"** PHOTO **",,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",13,2,1,1,7,,0.37,1600,"** PHOTO **",,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",13,3,1,1,7,,0.74,3200,"** PHOTO **",,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",14,1,1,1,2,,1.28,500,"** PHOTO **",,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",14,2,1,2,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",14,3,1,2,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",15,1,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",15,2,2,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",15,3,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",1,1,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",1,2,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",1,3,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",2,1,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",2,2,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",2,3,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",3,1,1,1,2,,0.26,300,"** PHOTO **",,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",3,2,1,1,2,,0.16,200,"** PHOTO **",,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",3,3,1,2,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",4,1,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",4,2,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",4,3,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",5,1,1,1,1,,0.03,100,"** PHOTO **",,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",5,2,1,2,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",5,3,1,2,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",6,1,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",6,2,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",6,3,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",7,1,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",7,2,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",7,3,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",8,1,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",8,2,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",8,3,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",9,1,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",9,2,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",9,3,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",10,1,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",10,2,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",10,3,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",11,1,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",11,2,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",11,3,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",12,1,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",12,2,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",12,3,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",13,1,1,1,5,,0.05,300,"** PHOTO **",,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",13,2,1,1,7,,0.1,1000,"** PHOTO **",,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",13,3,1,1,7,,0.2,2000,"** PHOTO **",,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",14,1,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",14,2,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",14,3,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",15,1,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",15,2,2,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",15,3,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",1,1,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",1,2,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",1,3,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",2,1,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",2,2,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",2,3,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",3,1,1,1,2,,0.2,500,"** PHOTO **",,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",3,2,1,2,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",3,3,1,2,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",4,1,1,1,1,,0.02,150,"** PHOTO **",,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",4,2,1,2,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",4,3,1,2,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",5,1,1,1,1,,0.02,200,"** PHOTO **",,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",5,2,1,2,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",5,3,1,2,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",6,1,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",6,2,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",6,3,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",7,1,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",7,2,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",7,3,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",8,1,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",8,2,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",8,3,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",9,1,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",9,2,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",9,3,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",10,1,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",10,2,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",10,3,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",11,1,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",11,2,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",11,3,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",12,1,1,1,2,,0.09,2000,"** PHOTO **",,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",12,2,1,2,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",12,3,1,2,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",13,1,1,1,12,,0.75,2700,"** PHOTO **",,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",13,2,1,2,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",13,3,1,2,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",14,1,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",14,2,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",14,3,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",15,1,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",15,2,2,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",15,3,2,,,,,,,,,,,,,
"76-71-24-28","f42b3cff8e7542349510b72ff79b97c6",1,1,2,,,,,,,1,1,10,,953,1500,"** PHOTO **"
"76-71-24-28","f42b3cff8e7542349510b72ff79b97c6",1,2,2,,,,,,,1,2,,,,,
"76-71-24-28","f42b3cff8e7542349510b72ff79b97c6",1,3,2,,,,,,,1,2,,,,,
"76-71-24-28","f42b3cff8e7542349510b72ff79b97c6",2,1,2,,,,,,,1,1,11,,265,500,"** PHOTO **"
"76-71-24-28","f42b3cff8e7542349510b72ff79b97c6",2,2,2,,,,,,,1,1,10,,721,1000,"** PHOTO **"
"76-71-24-28","f42b3cff8e7542349510b72ff79b97c6",2,3,2,,,,,,,1,2,,,,,
