"interview__key","interview__id","cm_e01","cm_e02","cm_e03","cm_e04__1","cm_e04__2","cm_e04__3","cm_e04__4","cm_e05","cm_e06","cm_e07_1","cm_e07_2","cm_e08","cm_e09","cm_e10","cm_e11","cm_e12","cm_e13","cm_e14","cm_e15","cm_e16","cm_e17","cm_e18","cm_e19_b","cm_e19_c","cm_e20__1","cm_e20__2","cm_e20__3","cm_e20__4","cm_e20__5","cm_e20__6","cm_e20__7","cm_e20__8","cm_e20__9","cm_e20__10","cm_e20__11","cm_e20__12","cm_e21"
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",2,,,,,,,2,,"DIDIA",10,4000,5,0,2,,,1,2,1,1,2,,,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",2,,,,,,,2,,"CHANG'OMBE",8,5000,10,500,2,,,3,3,3,2,2,,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",2,,,,,,,1,6000,"DODOMA",1,6000,9,11,2,,,3,2,3,2,2,,,,,,,,,,,,,,,
"57-18-27-73","325196d639804870989c5645813dfc28",2,,,,,,,2,,"MIKUMI",8,7000,4,3,2,,,2,2,1,2,2,,,,,,,,,,,,,,,
"57-18-56-44","b54cede9853b41b4950ae1565695f7f6",1,8,120,0,1,1,0,2,,"MTAMBILE",9,2000,0,3,2,,,3,1,1,1,2,,,,,,,,,,,,,,,
"57-42-63-42","a5ac4d6073f74a7b925232557141af33",1,3,76,1,1,0,1,2,,"MASASI",15,7000,2,10,2,,,5,4,5,4,2,,,,,,,,,,,,,,,
"57-57-47-64","2ad94eeebad7436b8fdc6d81fd528e69",2,,,,,,,2,,"MARUHUBI",10,7000,14,22,1,35,31,1,3,2,4,2,,,,,,,,,,,,,,,
"57-64-79-66","1f43ed7c202a4586b8e548ccbd69c3b6",2,,,,,,,2,,"LUDEWA",16,12500,0,0,2,,,2,3,1,1,2,,,,,,,,,,,,,,,
"58-00-91-11","bf7041ac3d2042b8851971819ded7c99",2,,,,,,,2,,"NYERERE SQUARE DODOMA",6,5500,,,2,,,5,5,2,2,2,,,,,,,,,,,,,,,
"58-26-44-48","a0dae24c068f404ca1ff8b250cdfe828",2,,,,,,,2,,"TANDALE",0,12000,150,300,1,,,2,4,2,4,2,,,,,,,,,,,,,,,
"58-39-06-09","c6c4d81af2b8415f950623ef389193fa",2,,,,,,,2,,"MITIMIREFU",5,5500,2,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,,
"58-80-03-38","807155a89a424a75b19745feca02e2e5",2,,,,,,,2,,"MOSJI MJINI",14,6000,6,8,2,,,2,2,1,1,2,,,,,,,,,,,,,,,
"59-08-38-46","1e98590eb4584a278c3602cd82674c2b",2,,,,,,,2,,"SOKO LA IGAWILO",100,6000,0,4,2,,,5,3,1,1,2,,,,,,,,,,,,,,,
"59-13-03-49","467289ce09d245efaa26dbdf13057484",2,,,,,,,1,5000,"MAKOLE",0.2,5000,0,3,2,,,1,1,1,1,2,,,,,,,,,,,,,,,
"59-26-85-37","4f47b2cf197945efa727c43b331e2dca",2,,,,,,,2,,"PONGWE",14,6000,1,2,2,,,2,2,2,2,2,,,,,,,,,,,,,,,
"59-80-69-00","06f51831c3c74d799c4dc7a1622ad3dc",2,,,,,,,1,6000,"KIKERERWA",0,6000,1,20,1,60,26,1,1,1,1,2,,,,,,,,,,,,,,,
"59-99-46-02","17daf20b3e434ebfab2918b5ac9ff794",2,,,,,,,2,,"GONGO LA MBOTO",2,5000,25,16,2,,,1,2,1,1,2,,,,,,,,,,,,,,,
"60-08-15-27","f14e56ebf1794a8eb327327a83179efa",2,,,,,,,1,,"DODOMA MJINI",3,,4,10,2,,,2,3,2,3,2,,,,,,,,,,,,,,,
"60-22-91-24","13f9446e5bd0488aac74098b29f732d7",2,,,,,,,2,,"MBEZI",0.5,2000,100,50,1,15,5,2,2,2,3,2,,,,,,,,,,,,,,,
"60-33-56-84","479043057b75453ea2edcff95b769205",2,,,,,,,2,,"MSAMVU",1.5,4000,20,25,2,,,3,3,2,3,2,,,,,,,,,,,,,,,
"60-38-63-60","1cbbe2c3d8364a9b823982f796fa2ca8",1,12,355,1,1,0,0,2,,"KINYASINI",4.8,15000,0,3,2,,,2,3,1,2,2,,,,,,,,,,,,,,,
"60-82-23-67","c95aea9004c44e7987a36f165038c296",2,,,,,,,2,,"MANZESE",2,2000,30,30,2,,,4,4,1,1,2,,,,,,,,,,,,,,,
"61-67-58-19","f9e7da47ec544fb2b332c4a6e70cd146",2,,,,,,,2,,"SONGEA MJINI",2,6000,25,40,2,,,3,4,1,3,2,,,,,,,,,,,,,,,
"61-94-13-01","9bf220588ea249df87990c6299492f23",2,,,,,,,1,5500,"LONGALOMBOGO",0,5500,10,3,2,,,2,2,2,2,2,,,,,,,,,,,,,,,
"61-95-67-05","eae04f9d44f04d41a5b915fad9e8e180",2,,,,,,,2,,"STENDI NDOGO ARUSHA",6,5500,30,50,2,,,5,5,1,1,2,,,,,,,,,,,,,,,
"62-74-07-27","ffb967d9e5c74a26ade30f318feb7b8c",2,,,,,,,1,7000,"7000",0,12000,0,0,2,,,5,3,2,1,1,5,53,0,0,0,0,0,0,0,1,1,1,0,0,2
"63-70-86-47","7e157d7177274f538caaca9a6e8d6105",2,,,,,,,2,,"MKUYUNI SOKONI",1,2500,5,1,2,,,2,2,1,1,2,,,,,,,,,,,,,,,
"63-90-91-25","fada39b7ffaf4aad9aab8236bf4c05ce",1,1,20,0,0,1,0,1,6000,"NDUGUTI",10,6000,3,1,2,,,3,2,1,2,1,13,136,0,0,0,1,1,1,1,1,1,0,0,0,2
"64-07-32-05","695da51d1ef54dfab81c3067203687bd",2,,,,,,,2,,"LUPIRO",35,10000,8,50,2,,,4,4,4,4,1,5,54,1,0,0,0,0,0,0,0,0,0,0,1,1
"64-59-58-64","d78767c97856482b9eb8c29a8e839de5",2,,,,,,,2,,"IFUNDA",2,6500,,,1,,,1,1,1,1,2,,,,,,,,,,,,,,,
"64-65-01-44","3152b71dd51e45b2a554d90693c57e9b",2,,,,,,,1,12000,"DUTWA",25,12000,10,0,1,50,40,4,2,2,2,1,16,163,0,0,0,0,1,1,0,0,0,0,0,0,1
"64-73-64-28","a60104175ece44a882427c3a6620a88d",2,,,,,,,1,6500,"IGOWOLE",20,6500,,,2,,,1,1,1,1,2,,,,,,,,,,,,,,,
"64-74-56-94","9ee6dac9291e47d1bf2feddb08051e6c",2,,,,,,,2,,"GAIRO",6,6000,0,0,2,,,1,1,1,3,1,21,215,0,0,1,1,1,0,0,0,0,0,0,0,2
"64-90-86-83","b88daedc66a64aa8bbfd528d9370e8fc",1,1,35,1,1,0,0,1,10000,"ISELAMAGAZI",0,12000,,,2,,,2,3,3,4,1,14,143,0,0,0,0,0,0,1,0,0,0,0,0,2
"65-13-11-41","2092478b22284ed3aae6a81aa52fcf24",1,5,75,1,1,1,1,1,7000,"MJI WA BUKOBA",30,6000,0,15,2,,,1,1,2,2,2,,,,,,,,,,,,,,,
"65-81-67-44","0ebe512b412c4f0495e29b39297e9c42",1,1,200,1,1,0,1,2,,"NAMTUMBO",71,13000,2,10,2,,,3,4,2,4,2,,,,,,,,,,,,,,,
"66-60-19-68","c2861c5d513b4374b4d5963df3340494",2,,,,,,,2,,"KWA HAJI TUMBO",6.5,8000,0,0,2,,,3,2,2,3,2,,,,,,,,,,,,,,,
"66-87-67-48","b08312442fb842cea466f4cdd7c5e7f6",2,,,,,,,2,,"MULEBA",25,7000,,,2,,,3,2,3,2,2,,,,,,,,,,,,,,,
"67-18-71-96","0f1861c554234d68b89dd362ee35f49d",2,,,,,,,2,,"MTWARA MJINI",5,500,5,15,2,,,4,4,3,3,2,,,,,,,,,,,,,,,
"67-43-52-36","b27c19f0b9984877ad2a5fc119576e76",2,,,,,,,2,,"NANSIO",9,6000,4,3,2,,,3,4,2,2,2,,,,,,,,,,,,,,,
"67-53-49-12","27a5fc9732394bf0aad29c5a415054af",2,,,,,,,2,,"BUHONGWA",4,5500,15,26,2,,,4,3,3,3,2,,,,,,,,,,,,,,,
"67-53-62-24","8c79e16a7a5b4aa29dbd200e7847316c",2,,,,,,,1,6500,"KIJIJI CHA BULYAHILU",4,5500,0,5,2,,,1,1,1,1,2,,,,,,,,,,,,,,,
"67-88-35-02","f577f61ab2a040099fa593b6f0a765f4",1,1,300,0,1,0,1,2,,"NYAISHOZI",15,5000,15,8,2,,,1,1,1,1,2,,,,,,,,,,,,,,,
"67-97-74-04","a02c55771b97476ca485b47914766d08",2,,,,,,,1,6250,"MINYUNGHE",20,6000,4,3,2,,,4,4,2,3,1,13,135,0,0,0,0,0,0,0,0,0,0,0,1,2
"68-27-78-23","9dae409b6cf447cf822894ddd5d76616",2,,,,,,,2,,"MBAGALA RANGITATU",4,2000,10,10,2,,,3,4,2,2,2,,,,,,,,,,,,,,,
"68-28-46-82","e6a36c5a2f714c0ea5f3464f3500a1b6",1,1,33,1,1,0,1,1,5000,"KIBAONI- KATANI",12,1000,0,1,2,,,4,4,1,3,1,15,153,0,0,0,0,1,1,1,1,1,0,0,0,2
"68-31-19-50","896d20727c3f4d41951ddbd9c4369843",2,,,,,,,2,,"IKOLANDOTO",2,6000,,1,2,,,3,3,3,3,2,,,,,,,,,,,,,,,
"68-41-25-91","2e4a826b41d74cc38e288fe75d68245f",2,,,,,,,1,6000,"NYAWILIMILWA",5,2000,3,4,2,,,2,3,2,3,2,,,,,,,,,,,,,,,
"68-44-83-99","94247a05d594489baa67dc74943ea639",1,7,70,1,1,1,0,2,,"KIZIMBANI",9.6,7000,3,4,2,,,1,3,1,3,2,,,,,,,,,,,,,,,
"68-53-75-05","9da9f449b8b04b72b22d6b57d7b65ae8",2,,,,,,,2,,"MPUNGUZI",5,8000,5,15,2,,,1,2,1,2,1,1,14,0,0,0,0,0,0,0,0,0,1,1,1,2
"68-65-93-02","e9397d0f82ad4bfba9cf51e5f8041e33",2,,,,,,,2,,"TAMBUKARELI",3,5000,0,0,2,,,3,3,3,3,2,,,,,,,,,,,,,,,
"68-73-55-08","e4f3455cc51e425e91c53afd4ac8b214",2,,,,,,,2,,"MANISPAA YA SONGEA MJINI",3,12000,2,0,2,,,1,4,4,4,2,,,,,,,,,,,,,,,
"69-21-22-84","ca0d36fcf25d43f9a33167b4b93205fa",1,2,260,1,1,0,1,1,6000,"KIJIJI CHA WACHAWASEME",2,6000,5,10,2,,,3,3,1,2,2,,,,,,,,,,,,,,,
"69-31-53-12","6d39df0a5a674d3188c9b0ac6489b314",2,,,,,,,2,,"MAKAMBAKO MJI",1,6000,0,0,2,,,5,1,3,1,2,,,,,,,,,,,,,,,
"69-43-45-37","1b3f2cc913f54721800e147313d5ab68",2,,,,,,,2,,"TANGA MJINI",2,2000,4,10,1,15,15,1,4,2,4,2,,,,,,,,,,,,,,,
"69-50-05-57","e33f57dfb7b84f53858a83ac171ee62a",1,1,40,0,1,0,0,2,,"MLANDIZI",0,12000,20,150,1,150,110,2,2,3,2,2,,,,,,,,,,,,,,,
"69-86-63-02","2a082a840e3446b1ae41e76d0befcbbc",2,,,,,,,2,,"IWAWA",7,6000,0,21,2,,,3,2,2,3,2,,,,,,,,,,,,,,,
"69-86-71-39","f4537b7c6c8440ed94409f23e12ea4c4",2,,,,,,,1,6000,"MERERANI",0.6,6000,15,16,2,,,2,2,2,2,2,,,,,,,,,,,,,,,
"70-46-01-49","e0ca431d47684c169972c0ce2e9e97bb",2,,,,,,,2,,"MKUTI",2,5000,10,70,2,,,2,2,4,4,2,,,,,,,,,,,,,,,
"70-54-85-53","d73678610d1c4314b3630a78716e6605",2,,,,,,,1,6000,"MAMULI",100,6000,0,0,1,,,1,1,1,1,2,,,,,,,,,,,,,,,
"70-77-10-40","710b44bd42ab451087304ca68e4c7e9a",2,,,,,,,1,6000,"SIRARI",16,5500,0,0,2,,,5,4,2,1,2,,,,,,,,,,,,,,,
"70-88-77-37","b834a9a3239a4992b0cf29b31cca5572",2,,,,,,,2,,"DODOMA MJINI",16,5000,,50,2,,,3,2,2,1,2,,,,,,,,,,,,,,,
"70-88-93-42","d9aa6e339c7e4eb183f6854ba046085a",1,2,100,0,1,0,0,1,11000,"ARUSHA",43,11000,0,15,2,,,5,3,5,5,1,21,215,0,0,0,0,0,0,0,1,0,1,0,0,1
"71-14-74-57","986c71d5d3e24c888bc3433d01a8ad64",1,3,236,0,1,0,0,2,,"LALAGO",7,6000,9,5,2,,,2,3,2,2,2,,,,,,,,,,,,,,,
"71-44-36-11","8f6af765e99d400f81b359fe46461c46",2,,,,,,,1,5000,"BUSO NGO AMCOS",0,5000,3,0,2,,,,,4,2,2,,,,,,,,,,,,,,,
"71-46-61-43","56f34a5a9fd24bcb866f2364511f3e45",2,,,,,,,1,6000,"NDAPWA",4,6000,4,0,2,,,5,4,1,3,2,,,,,,,,,,,,,,,
"71-49-76-64","5d4c9003739a43239a3ea474bcf69e8b",1,3,90,0,1,1,0,2,,"FUJONI",5,8000,1,0,2,,,3,4,4,1,2,,,,,,,,,,,,,,,
"71-55-62-56","2c51d376dec44350b384686485e7f87b",2,,,,,,,2,,"RANGITATU",1,400,50,50,2,,,2,2,1,2,2,,,,,,,,,,,,,,,
"71-62-74-52","3ca15d60c14d4d3aa5e1a004f6841e6c",2,,,,,,,1,6000,"TANGA",2,6000,6,9,2,,,2,2,2,2,2,,,,,,,,,,,,,,,
"71-69-84-38","4d4c4e5485c3467f894b18cb63bf5332",2,,,,,,,2,,"KASULU MJINI",60,6000,7,0,2,,,5,4,1,4,1,16,167,0,0,0,0,0,1,1,1,0,0,0,0,2
"72-09-40-52","04963ef762834b55ad7af5ccfce0dfdf",2,,,,,,,1,5000,"MWANAKWEREKWE",1.5,5000,8,26,2,,,3,3,1,1,2,,,,,,,,,,,,,,,
"72-21-11-65","9a9447056768482cbf426a2346d83353",2,,,,,,,2,,"BUTIMBA",0.5,6000,30,50,2,,,2,2,2,2,2,,,,,,,,,,,,,,,
"72-83-64-12","83985e7b080342968f59e2a18f9ee815",2,,,,,,,2,,"MWANGA",19,4000,15,8,2,,,5,3,1,3,1,3,34,1,0,0,0,0,0,0,0,1,1,1,1,3
"73-11-12-85","ab8dbb46c0974fefa32004966337caa9",2,,,,,,,1,12000,"TUNDURU MJINI",10,12000,4,1,1,109,18,1,1,3,4,2,,,,,,,,,,,,,,,
"73-17-49-24","b40cf7fde8ac422f92b754bc5e8e16c8",1,1,60,0,1,0,1,2,,"MTWARA MJINI",50,7500,8,40,1,60,15,1,1,2,2,2,,,,,,,,,,,,,,,
"73-18-91-78","56c31995450e4696a30c3cf43bdc2098",2,,,,,,,1,5000,"MJI WA BENAKO",7,1000,15,29,2,,,1,2,2,3,1,18,184,0,0,0,0,0,1,1,1,0,0,0,0,2
"73-35-38-38","41e5b2fe3fbc464d8870515ba17ca5dd",2,,,,,,,2,,"MANZESE",1,4000,200,200,1,120,48,3,2,1,4,2,,,,,,,,,,,,,,,
"73-49-58-61","9cf8711d64da4eda8e9e7f30d541ee00",2,,,,,,,2,,"KONGO KIJIJI KWA MALE",7,6000,0,0,2,,,3,3,3,4,2,,,,,,,,,,,,,,,
"73-84-08-59","95652a7730b946b7bb692c5d4f56ffc6",2,,,,,,,2,,"SOKO LA KATI",4,12000,16,20,1,254,121,3,3,4,1,2,,,,,,,,,,,,,,,
"74-08-21-61","be87f4e96d854f55bdcb608ef6cb5c28",2,,,,,,,1,6000,"NYAMUSWA",0,6000,,,1,70,30,1,3,1,3,2,,,,,,,,,,,,,,,
"74-63-46-98","bf9a124e899e46568c8e4272f9f02a62",2,,,,,,,2,,"MTINKO",15,6000,0,0,2,,,1,1,2,2,1,13,133,0,0,0,0,0,0,0,0,1,1,1,0,1
"75-04-18-43","caa805ee95a64c4d9edca1ea704030e1",2,,,,,,,2,,"MAGU",15,5500,6,8,2,,,2,4,1,2,2,,,,,,,,,,,,,,,
"75-48-08-27","1144c4f7db1e4524b686a020b24df778",2,,,,,,,1,6000,"MWANJELWA",6,6000,6,8,2,,,5,3,1,3,2,,,,,,,,,,,,,,,
"75-50-63-56","635264b2119845379ad0ab92f905ac5b",1,2,30,1,1,1,0,2,,"KOROGWE MJINI",14,6000,0,3,2,,,1,1,3,4,1,4,46,1,0,0,0,0,0,0,0,0,0,1,1,2
"75-62-04-49","4bb0096a24a543cf8860946b5deb2e62",2,,,,,,,2,,"BUGURUNI",200,6000,0,0,2,,,5,4,1,3,2,,,,,,,,,,,,,,,
"75-70-17-13","dcb4587bbc5e444e8774c64b5184ace4",2,,,,,,,2,,"MBAGALA RANGI TATU",3,6500,16,14,2,,,1,3,1,3,2,,,,,,,,,,,,,,,
"75-74-23-94","c362363131b94433a81a4766f2bfe1b2",2,,,,,,,2,,"NGUDU",0.5,6000,100,100,2,,,2,2,2,2,2,,,,,,,,,,,,,,,
"75-92-25-12","a70e8ea4b694497b8e948a60f798997e",1,1,500,0,0,0,1,2,,"TANDAHIMBA",59,11500,10,30,2,,,2,5,5,3,2,,,,,,,,,,,,,,,
"76-08-59-31","0e8543db68e64eeabeb44e4cb1200a21",1,13,206,0,1,0,0,2,,"CHAKE CHAKE",19.2,6000,0,0,2,,,3,4,2,4,2,,,,,,,,,,,,,,,
"76-71-24-28","f42b3cff8e7542349510b72ff79b97c6",1,1,118,0,1,0,0,1,6000,"NJOMBE MJINI",4,6000,0,0,1,272,245,5,5,2,2,2,,,,,,,,,,,,,,,
"76-93-90-55","925345c8cb9c4be3bc12178fafd5c0d7",2,,,,,,,2,,"ILALA",5,4000,100,100,2,,,2,2,2,3,2,,,,,,,,,,,,,,,
"77-22-18-51","b7bf6b633ad04f4e9a717968e347a9e7",1,2,40,0,0,0,1,1,6000,"IGUNGA",0.2,6000,50,100,2,,,4,5,3,4,2,,,,,,,,,,,,,,,
"77-42-97-77","fef6a76e1bb54d098d8f16624b89f5a3",1,4,59,1,1,0,0,1,4000,"KIJIJI CHA NDITU",2,0,0,94,2,,,1,4,3,2,2,,,,,,,,,,,,,,,
"77-52-04-97","d9914452244941388c5b8bcb5d733be3",2,,,,,,,1,6000,"ARUSHA",1,6000,7,9,1,51,10,1,1,1,1,2,,,,,,,,,,,,,,,
"77-76-56-50","620c1bddb1e34d9ea13def8af6fb7328",1,18,246,0,1,0,0,2,,"CHAKE CHAKE",30,2000,0,0,2,,,2,2,3,4,2,,,,,,,,,,,,,,,
"77-90-43-10","899ac1ad6a7a4bec8d3a89d04509486d",1,2,500,1,1,0,1,2,,"RUNZEWE",3,5000,7,40,2,,,3,3,3,2,1,18,184,0,0,0,0,0,1,1,1,0,0,0,0,3
"78-44-73-52","2794ee8f8b604873a6fb9133ce96ef50",2,,,,,,,2,,"BILELE",2,5000,10,5,2,,,2,4,2,3,2,,,,,,,,,,,,,,,
"78-83-02-82","0fa9af9aa68f4ac9b401795410d354aa",2,,,,,,,2,,"BUHONGWA",12,6000,2,10,2,,,2,2,3,3,2,,,,,,,,,,,,,,,
"78-97-99-58","4beddcfa90a942bfa420d2f1fce1aab4",2,,,,,,,1,6000,"IFUNDA",45,3000,0,0,1,1587,847,5,5,1,3,2,,,,,,,,,,,,,,,
"79-01-64-21","c262e6ff367d47d78d0c51b127d2aca6",1,4,52,0,1,0,0,2,,"WENI",5,7000,0,5,2,,,3,2,1,2,2,,,,,,,,,,,,,,,
"79-09-08-53","4a03266da70c4f358558b877c0c2e024",2,,,,,,,1,6000,"KABUKU",0.5,6000,50,40,2,,,1,2,1,2,2,,,,,,,,,,,,,,,
"79-27-57-79","4ecba26a53b844e4ad16274d9cb53847",2,,,,,,,2,,"SUMBAWANGA MJINI",5,6000,100,90,2,,,5,1,4,3,2,,,,,,,,,,,,,,,
"79-41-82-58","943fb6c176d746cd80d3a6da8bf7567c",2,,,,,,,1,6500,"BANANA",3,6500,,,2,,,1,3,1,3,2,,,,,,,,,,,,,,,
"79-42-29-08","bf89851c4d80445baa9b811c96c105ec",2,,,,,,,2,,"MUNZANI",34,6000,21,9,2,,,2,3,3,2,1,18,184,0,0,0,0,0,1,1,1,1,1,1,0,2
"79-44-80-79","429d3bb6c0cd4db38d361aebd93138a7",2,,,,,,,2,,"MBEYA MJINI",10,6000,0,50,2,,,5,4,1,4,2,,,,,,,,,,,,,,,
"79-53-96-30","4e20a63c5a7e456ba766ac32dd03dd59",2,,,,,,,1,6000,"MWADINGA",18,6000,18,6,1,32,20,2,2,2,3,2,,,,,,,,,,,,,,,
"79-57-43-88","7af8d6f490d34503b9f5ada6d1b978d0",2,,,,,,,1,4000,"SHINYANGA",,5000,,15,2,,,1,1,3,3,2,,,,,,,,,,,,,,,
"80-69-14-11","b0bb817f9b4640fab624ac2bd96d1393",2,,,,,,,2,,"NYAGOTO",19,6000,0,0,1,26,9,3,2,1,1,2,,,,,,,,,,,,,,,
"80-72-14-74","155149dde98a4459be442d58a9b919ea",2,,,,,,,2,,"JUMBI",6,6000,10,20,2,,,2,2,2,2,2,,,,,,,,,,,,,,,
"81-09-47-30","3174571d030f4ac180dd9105d070da31",2,,,,,,,1,1000,"MAHENGE",40,5000,5,10,2,,,3,2,2,1,2,,,,,,,,,,,,,,,
"81-60-33-05","f35516423cb149e69e289374ad87e354",2,,,,,,,2,,"BUGURUNI",2,5000,,,2,,,3,3,3,3,2,,,,,,,,,,,,,,,
"81-63-39-16","61275c87a7394ab6abfe0e69bd48efa1",2,,,,,,,1,6000,"MWANKALI",0.2,6000,6,9,2,,,1,1,1,1,1,17,172,1,0,0,0,0,0,0,0,0,0,0,1,2
"81-64-65-29","6f588965c68f4cdf96717d3b3ee96d0a",2,,,,,,,2,,"NGARAMTONI",4,6000,9,0,1,480,400,2,2,2,2,2,,,,,,,,,,,,,,,
"82-00-70-67","1c8285eaed7943f6bc4e8af04cfef016",2,,,,,,,2,,"MTAA WA SOWETO",1,6000,0,0,2,,,5,3,3,3,2,,,,,,,,,,,,,,,
"82-17-90-70","15e67277b5d243b38c6e18cde2266a86",1,4,100,0,0,1,1,2,,"CHAKE CHAKE",,7000,0,4,2,,,5,3,5,3,2,,,,,,,,,,,,,,,
"82-26-76-44","842940c8c5e94feaba514018f8bbf280",2,,,,,,,1,6000,"KIJIJI CHA BUSUNZU",2,6000,6,7,2,,,2,2,2,2,2,,,,,,,,,,,,,,,
"82-75-74-79","14df7f3205094f6cb1ad0ebc0dffd57b",2,,,,,,,2,,"UKUMBI",10,6500,,,2,,,3,2,3,2,2,,,,,,,,,,,,,,,
"82-77-75-50","faca2f10a55e4dc680ae094982285aa7",2,,,,,,,1,6000,"ARUSHA",7,6000,10,15,2,,,2,2,2,1,2,,,,,,,,,,,,,,,
"82-84-35-90","7f59f51a87ae48558aed72acef0fca57",1,3,30,1,1,0,1,1,5000,"BWAWANI",1,5000,3,7,2,,,3,2,3,2,2,,,,,,,,,,,,,,,
"83-10-26-33","184226059a514ae09d5ea8828e3f8197",2,,,,,,,1,8000,"MELINNE",8000,8000,20,19,1,1670,1046,2,3,1,3,2,,,,,,,,,,,,,,,
"83-16-59-09","2e95e11779ab4980bd789a1f3e50ddcd",1,1,25,1,1,0,0,1,1700,"CHUINI",2,2000,3,10,2,,,3,1,1,2,2,,,,,,,,,,,,,,,
"83-19-75-78","80a444be5f594bbbb262c0a5f367c8a4",1,1,40,0,0,0,0,2,,"HOMBOLO BWAWANI",40,7500,0,0,2,,,1,3,1,3,2,,,,,,,,,,,,,,,
"83-31-96-57","c9f7efb1b0bd4ee08d16619193b3d031",2,,,,,,,2,,"KARIAKOO",7,3000,,,2,,,3,3,1,3,2,,,,,,,,,,,,,,,
"84-07-21-54","15971b4b80174f389ebdebefa777e789",1,3,200,1,1,0,0,1,6000,"MWASUBUYA",3,6000,10,0,2,,,3,3,3,3,2,,,,,,,,,,,,,,,
"84-08-31-48","5ed48f906d4a4b4880de3ac100c21781",2,,,,,,,2,,"TANDALE",3,3000,100,100,2,,,2,4,1,3,2,,,,,,,,,,,,,,,
"84-53-49-90","fadb274b86e54c34ae7f02c1cfec2811",2,,,,,,,2,,"MBEYA",1,1200,0,,2,,,4,4,3,4,2,,,,,,,,,,,,,,,
"84-56-25-62","95aa51bd859345a7b74e883c7d06695d",2,,,,,,,2,,"KWA HAJI TUMBO",2,7000,45,7,2,,,2,4,2,3,2,,,,,,,,,,,,,,,
"84-60-65-99","0bcd7c1503124ac790e8173f5893c5a9",2,,,,,,,2,,,,,,,2,,,1,3,1,3,2,,,,,,,,,,,,,,,
"84-69-14-20","567e4e70e86347438bf16707195cdb05",2,,,,,,,1,6000,"HAPA HAPA USSOKE",0.7,6000,10,48,1,35,35,5,5,1,3,1,16,166,0,0,0,0,0,0,0,1,1,1,0,0,2
"84-73-49-07","e8d9d3f70cc84637bb4de9f566604de3",1,1,200,0,1,0,1,2,,"LIWALE",10,5000,0,0,2,,,3,2,3,1,2,,,,,,,,,,,,,,,
"85-22-26-85","2bda2c1eac93432c8d896537c3fd80e3",1,1,40,0,1,0,1,1,5000,"BAGAMOYO",39,5000,100,100,2,,,2,2,2,2,1,6,65,0,0,0,0,0,1,1,1,0,0,0,0,2
"85-50-79-16","08729eb4dd9f46b481f6cd8884521dc0",2,,,,,,,1,8500,"ANTHON MARTIN",0,13000,20,0,2,,,3,4,1,1,1,6,61,0,0,0,0,0,0,0,0,0,0,1,1,1
"85-58-55-89","7215b6d570d74650bba1f5e987955658",1,1,,1,1,0,0,1,,"ARUSHA",,,16,15,2,,,2,2,1,1,2,,,,,,,,,,,,,,,
"86-02-90-85","16e93c13755944b587ad1f4e4eb15be1",2,,,,,,,2,,"KIZIMBANI",100,7000,5,8,2,,,1,1,1,1,2,,,,,,,,,,,,,,,
"86-10-69-35","8305b1731ef045ee875944e5dfd0f929",2,,,,,,,2,,"UBUNGO",4,5000,50,40,2,,,1,4,1,2,2,,,,,,,,,,,,,,,
"86-49-04-76","91d72c55c3de4f8bb60f5c78388cc102",2,,,,,,,1,7000,"KIGOMA MJINI",94,6000,7,0,2,,,2,3,2,2,2,,,,,,,,,,,,,,,
"86-80-40-00","c6927d58fbbc444d86aea583ed45cb2a",2,,,,,,,2,,"TENGERU",1.6,6000,4,6,2,,,2,1,2,1,2,,,,,,,,,,,,,,,
"86-90-96-40","f3743cf3a1b74f91af904ff8abb2c027",1,2,15,0,0,0,0,2,,"MUEMBE LADU",1,6000,0,0,1,15,8,3,3,2,3,2,,,,,,,,,,,,,,,
"86-92-25-33","e586593b34644fb9a3f66401c9d54e60",2,,,,,,,2,,"NGYEKE",10,13000,2,,2,,,4,4,3,3,2,,,,,,,,,,,,,,,
"86-98-23-70","5c274d1eb09844af94eb3451358f0c34",1,5,66,1,1,1,0,2,,"KIFUNDI",6.4,1000,0,10,1,20,18,2,4,1,1,2,,,,,,,,,,,,,,,
"87-06-46-28","fb8d73ee3ffd4dc7be7217ca7ff886b6",2,,,,,,,2,,"KIRANJERANJE",6,10000,0,60,2,,,3,3,4,2,1,8,81,0,0,0,0,0,0,1,1,0,0,0,0,1
"87-17-52-54","71eda08210544fe6955421246bee256c",2,,,,,,,2,,"MARUHUBI",6.4,7000,36,70,2,,,1,3,2,2,2,,,,,,,,,,,,,,,
"87-30-25-18","0ab9d4f4756f48d091e2f7a4d7089be1",2,,,,,,,2,,"MBAGALA",4,3000,1000,1000,2,,,3,3,3,3,2,,,,,,,,,,,,,,,
"87-38-35-52","1354e0ed18054aa594be124c2cbcf8ca",2,,,,,,,2,,"GEITA MJINI",3,6000,,,2,,,2,1,1,2,2,,,,,,,,,,,,,,,
"87-46-51-34","041a98d8dd484746b35b0a2233ab4dc6",1,2,750,0,1,0,0,1,6000,"UDURU",0,6000,2,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,,
