"interview__key","y5_hhid","cropid","ag10_02_1","ag10_02_2","ag10_02_3","ag10_03","ag10_02_2a","ag10_02_2b","ag10_02_2c","ag10_02_2d","ag10_02_2e","ag10_02_2f","ag10_02_2g","ag10_02_2h","ag10_02_2i","ag10_02_2j","ag10_04_1","ag10_04_2","ag10_05","ag10_06","ag10_07_1","ag10_07_2","ag10_08","ag10_09_1","ag10_09_2","ag10_10_1","ag10_10_2","ag10_11","ag10_12_1a","ag10_12_1b","ag10_12_2a","ag10_12_2b","ag10_13","ag10_14"
"18-84-57-80","4443-001-03",5,"MPUNGA",12,2,11,12,,,,,,,,,,80,1,525,2,,,,,,,,,,,,,1,15000
"77-57-87-51","4443-001-05",1,"MPUNGA",12,1,2,12,,,,,,,,,,54,1,60,2,,,,,,,,,,,,,1,3000
"77-57-87-51","4443-001-05",2,"MPUNGA",12,2,11,12,,,,,,,,,,6,1,60,2,,,,,,,,,,,,,2,
"43-79-07-18","4444-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,36,1,40,2,,,,,,,,,,,,,1,2000
"43-79-07-18","4444-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,4,1,40,2,,,,,,,,,,,,,1,2000
"43-79-07-18","4444-001-01",3,"KARANGA",43,1,2,43,,,,,,,,,,25,1,75,2,,,,,,,,,,,,,2,
"43-79-07-18","4444-001-01",4,"KARANGA",43,2,16,43,,,,,,,,,,15,1,75,2,,,,,,,,,,,,,2,
"43-79-07-18","4444-001-01",5,"VIAZI VITAMU",22,1,8,22,,,,,,,,,,50,1,70,2,,,,,,,,,,,,,2,
"43-79-07-18","4444-001-01",6,"VIAZI VITAMU",22,2,18,22,,,,,,,,,,20,1,70,2,,,,,,,,,,,,,2,
"43-79-07-18","4444-001-01",7,"MPUNGU",12,1,2,12,,,,,,,,,,320,1,400,2,,,,,,,,,,,,,1,12000
"43-79-07-18","4444-001-01",8,"MPUNGA",12,2,11,12,,,,,,,,,,45,1,400,2,,,,,,,,,,,,,1,12000
"75-52-30-39","4445-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,413,1,414,2,,,,,,,,,,,,,1,12000
"75-52-30-39","4445-001-01",2,"KARANGA",43,1,8,43,,,,,,,,,,30,1,90,2,,,,,,,,,,,,,2,
"82-26-21-39","4445-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,210,1,252,2,,,,,,,,,,,,,1,14000
"82-26-21-39","4445-001-03",2,"MAHINDI",11,2,9,11,,,,,,,,,,42,1,252,2,,,,,,,,,,,,,2,
"82-26-21-39","4445-001-03",3,"KARANGA",43,1,8,43,,,,,,,,,,80,1,150,2,,,,,,,,,,,,,1,30000
"82-26-21-39","4445-001-03",4,"KARANGA",43,2,16,43,,,,,,,,,,70,1,150,2,,,,,,,,,,,,,2,
"82-26-21-39","4445-001-03",5,"MPUNGA",12,1,8,43,,,,,,,,,,189,1,315,2,,,,,,,,,,,,,1,9450
"82-26-21-39","4445-001-03",6,"MPUNGA",12,2,11,12,,,,,,,,,,126,1,315,2,,,,,,,,,,,,,2,
"82-26-21-39","4445-001-03",7,"VIAZI VITAMU",22,1,8,22,,,,,,,,,,280,1,320,2,,,,,,,,,,,,,2,
"82-26-21-39","4445-001-03",8,"VIAZI VITAMU",22,2,16,22,,,,,,,,,,40,1,320,2,,,,,,,,,,,,,2,
"81-84-58-85","4445-001-04",1,"MAHINDI",11,1,1,11,,,,,,,,,,1800,1,1800,2,,,,,,,,,,,,,1,45000
"81-84-58-85","4445-001-04",2,"MPUNGA",12,1,2,12,,,,,,,,,,576,1,720,2,,,,,,,,,,,,,1,36000
"81-84-58-85","4445-001-04",3,"MPUNGA",12,2,11,12,,,,,,,,,,144,1,720,2,,,,,,,,,,,,,1,36000
"84-67-96-95","4446-001-01",1,"MAHINDI",11,2,9,11,43,,,,,,,,,60,1,300,2,,,,,,,,,,,,,2,
"84-67-96-95","4446-001-01",2,"KARANGA",43,2,16,11,43,,,,,,,,,18,1,90,2,,,,,,,,,,,,,2,
"84-67-96-95","4446-001-01",3,"MAHINDI",11,1,1,11,,,,,,,,,,240,1,300,2,,,,,,,,,,,,,1,9000
"63-30-74-35","4461-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,300,1,375,2,,,,,,,,,,,,,1,24000
"01-52-39-23","4463-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,242,1,242,2,,,,,,,,,,,,,1,65000
"01-52-39-23","4463-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,316,1,422,2,,,,,,,,,,,,,1,17500
"01-52-39-23","4463-001-01",3,"MPUNGA",12,2,11,12,,,,,,,,,,106,1,422,2,,,,,,,,,,,,,2,
"86-27-46-33","4463-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,1162,1,1368,2,,,,,,,,,,,,,1,106000
"86-27-46-33","4463-001-03",2,"MAHINDI",11,2,9,11,,,,,,,,,,206,1,1368,2,,,,,,,,,,,,,2,
"86-27-46-33","4463-001-03",3,"MPUNGA",12,1,2,12,,,,,,,,,,1047,1,1396,2,,,,,,,,,,,,,1,58000
"86-27-46-33","4463-001-03",4,"MPUNGA",12,2,11,12,,,,,,,,,,349,1,1396,2,,,,,,,,,,,,,2,
"99-76-98-43","4464-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,470,1,480,2,,,,,,,,,,,,,1,18000
"99-76-98-43","4464-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,300,1,420,2,,,,,,,,,,,,,1,24000
"99-76-98-43","4464-001-01",3,"MPUNGA",12,2,11,12,,,,,,,,,,120,1,420,2,,,,,,,,,,,,,2,
"11-54-93-99","4464-001-04",1,"MAHINDI",11,1,1,11,,,,,,,,,,57,1,58,2,,,,,,,,,,,,,1,1800
"66-52-25-50","4464-001-05",1,"MAHINDI",11,1,1,11,,,,,,,,,,200,1,200,2,,,,,,,,,,,,,1,12000
"36-39-21-63","4478-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,448,1,756,2,,,,,,,,,,,,,1,42000
"36-39-21-63","4478-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,308,1,756,2,,,,,,,,,,,,,2,
"54-34-39-91","4478-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,190,1,220,2,,,,,,,,,,,,,1,17000
"54-34-39-91","4478-001-03",2,"MAHINDI",11,2,9,11,,,,,,,,,,35,1,220,1,35,1,220,2,,2,,6000,20,1,9,1,1,17000
"54-34-39-91","4478-001-03",3,"VIAZI VITAMU",22,1,8,22,,,,,,,,,,70,1,100,2,,,,,,,,,,,,,2,
"54-34-39-91","4478-001-03",4,"VIAZI VITAMU",22,2,16,22,,,,,,,,,,30,1,100,2,,,,,,,,,,,,,2,
"54-34-39-91","4478-001-03",5,"MPUNGA",12,1,2,12,,,,,,,,,,260,1,340,2,,,,,,,,,,,,,1,12000
"54-34-39-91","4478-001-03",6,"MPUNGA",12,2,11,12,92,,,,,,,,,40,1,340,2,,,,,,,,,,,,,1,12000
"54-34-39-91","4478-001-03",7,"KARANGA",43,1,2,43,,,,,,,,,,16,1,40,2,,,,,,,,,,,,,2,
"54-34-39-91","4478-001-03",8,"KARANGA",43,2,16,43,,,,,,,,,,9,1,40,2,,,,,,,,,,,,,2,
"25-88-33-81","4481-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,240,1,300,2,,,,,,,,,,,,,1,9000
"25-88-33-81","4481-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,60,1,300,2,,,,,,,,,,,,,2,
"25-88-33-81","4481-001-01",3,"MPUNGA",12,1,2,12,,,,,,,,,,112,1,225,2,,,,,,,,,,,,,1,6000
"25-88-33-81","4481-001-01",4,"MPUNGA",12,2,11,12,,,,,,,,,,21,1,225,2,,,,,,,,,,,,,2,
"25-88-33-81","4481-001-01",5,"KARANGA",43,1,2,43,,,,,,,,,,40,1,60,2,,,,,,,,,,,,,2,
"25-88-33-81","4481-001-01",6,"KARANGA",43,2,16,43,,,,,,,,,,10,1,60,2,,,,,,,,,,,,,2,
"25-88-33-81","4481-001-01",7,"MUHOGO",21,1,8,21,,,,,,,,,,16500,1,18500,2,,,,,,,,,,,,,2,
"25-88-33-81","4481-001-01",8,"MUHOGO",21,2,16,21,,,,,,,,,,2,1,18500,2,,,,,,,,,,,,,2,
"99-28-29-12","4482-001-03",1,"MAHINDI",11,2,9,11,12,,,,,,,,,90,1,500,2,,,,,,,,,,,,,1,2500
"99-28-29-12","4482-001-03",2,"MPUNGA",12,2,11,12,,,,,,,,,,600,1,1500,2,,,,,,,,,,,,,1,50000
"22-37-41-42","4482-001-06",1,"MAHINDI",11,1,1,11,,,,,,,,,,360,1,360,2,,,,,,,,,,,,,1,10000
"41-58-31-40","4483-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,216,1,324,2,,,,,,,,,,,,,1,13500
"41-58-31-40","4483-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,108,1,324,2,,,,,,,,,,,,,1,0
"41-58-31-40","4483-001-01",3,"KARANGA",43,1,1,43,,,,,,,,,,60,1,60,2,,,,,,,,,,,,,2,
"41-58-31-40","4483-001-01",4,"MAHINDI",11,1,1,11,,,,,,,,,,1536,1,1920,2,,,,,,,,,,,,,1,48000
"41-58-31-40","4483-001-01",5,"MAHINDI",11,2,9,11,,,,,,,,,,384,1,1920,2,,,,,,,,,,,,,1,48000
"14-35-00-15","4484-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,500,1,600,2,,,,,,,,,,,,,1,500000
"14-35-00-15","4484-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,100,1,600,2,,,,,,,,,,,,,2,
"14-35-00-15","4484-001-01",3,"KARANGA",43,1,8,43,,,,,,,,,,300,1,300,2,,,,,,,,,,,,,2,
"14-35-00-15","4484-001-01",4,"KARANGA",43,2,16,43,,,,,,,,,,220,1,300,2,,,,,,,,,,,,,2,
"14-35-00-15","4484-001-01",5,"MPUNGA",12,1,2,12,,,,,,,,,,160,1,160,2,,,,,,,,,,,,,1,80000
"14-35-00-15","4484-001-01",6,"MPUNGA",12,2,16,12,,,,,,,,,,60,1,160,2,,,,,,,,,,,,,2,
"98-57-46-79","4497-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,168,1,216,2,,,,,,,,,,,,,1,12000
"98-57-46-79","4497-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,48,1,216,2,,,,,,,,,,,,,2,
"98-57-46-79","4497-001-01",3,"KARANGA",43,1,8,43,,,,,,,,,,25,1,40,2,,,,,,,,,,,,,2,
"98-57-46-79","4497-001-01",4,"KARANGA",43,2,16,43,,,,,,,,,,15,1,40,2,,,,,,,,,,,,,2,
"98-57-46-79","4497-001-01",5,"VIAZI VITAMU",22,1,8,22,,,,,,,,,,80,1,110,2,,,,,,,,,,,,,2,
"98-57-46-79","4497-001-01",6,"VIAZI VITAMU",22,2,16,22,,,,,,,,,,30,1,110,2,,,,,,,,,,,,,2,
"10-98-93-80","4498-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,360,1,360,2,,,,,,,,,,,,,1,9000
"34-85-87-84","4498-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,240,1,300,2,,,,,,,,,,,,,1,18000
"34-85-87-84","4498-001-03",2,"MAHINDI",11,2,9,11,,,,,,,,,,60,1,300,2,,,,,,,,,,,,,2,
"27-01-39-84","4499-001-02",1,"MAHINDI",11,1,1,11,,,,,,,,,,168,1,216,2,,,,,,,,,,,,,1,12000
"27-01-39-84","4499-001-02",2,"MAHINDI",11,2,9,11,,,,,,,,,,48,1,216,2,,,,,,,,,,,,,2,
"27-01-39-84","4499-001-02",3,"MPUNGA",12,1,8,12,,,,,,,,,,126,1,150,2,,,,,,,,,,,,,1,7000
"27-01-39-84","4499-001-02",4,"MPUNGA",12,2,11,12,,,,,,,,,,24,1,150,2,,,,,,,,,,,,,2,
"27-01-39-84","4499-001-02",5,"KARANGA",43,1,8,43,,,,,,,,,,40,1,60,2,,,,,,,,,,,,,2,
"27-01-39-84","4499-001-02",6,"KARANGA",43,2,16,43,,,,,,,,,,20,1,60,2,,,,,,,,,,,,,2,
"27-01-39-84","4499-001-02",7,"MAHINDI",11,1,2,11,,,,,,,,,,168,1,216,2,,,,,,,,,,,,,1,6000
"27-01-39-84","4499-001-02",8,"MAHINDI",11,2,9,11,,,,,,,,,,48,1,216,2,,,,,,,,,,,,,2,
"05-19-84-16","4499-001-03",1,"MUHOGO",21,1,8,21,,,,,,,,,,30,1,0,2,,,,,,,,,,,,,2,
"05-19-84-16","4499-001-03",2,"MUHOGO",21,2,16,21,,,,,,,,,,20,1,50,2,,,,,,,,,,,,,2,
"05-19-84-16","4499-001-03",3,"MAHINDI",11,1,1,11,,,,,,,,,,240,1,300,2,,,,,,,,,,,,,1,9000
"05-19-84-16","4499-001-03",4,"MAHINDI",11,2,9,11,,,,,,,,,,60,1,300,2,,,,,,,,,,,,,2,
"05-19-84-16","4499-001-03",5,"MPUNGA",12,1,2,12,,,,,,,,,,45,1,225,2,,,,,,,,,,,,,1,6000
"05-19-84-16","4499-001-03",6,"MPUNGA",12,2,11,12,,,,,,,,,,45,1,225,2,,,,,,,,,,,,,2,
